Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage
27495.0,Total,Total,Total,Total,7973413042.0,7839250603.0,7424809761.0,6983784998.0,6147055703.0,5314191665.0,4442400371.0,3694136661.0,136059156.0,105797.72819999998,236.24110000000002,99.93
